data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\03 Asset III - Muntenia Vest,03 Asset III - Muntenia Vest,Asset,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\03 Asset III - Muntenia Vest\03 Asset III - Muntenia Vest,03 Asset III - Muntenia Vest,Reservoir Group,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\03 Asset III - Muntenia Vest\03 Asset III - Muntenia Vest\Base Asset III MTP 2020(5),Base Asset III MTP 2020(5),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\03 Asset III - Muntenia Vest\03 Asset III - Muntenia Vest\Drilling&Sidetracks program 2020 Asset III(4),Drilling&Sidetracks program 2020 Asset III(4),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\03 Asset III - Muntenia Vest\03 Asset III - Muntenia Vest\Drilling&Sidetracks program 2019 Asset III(6),Drilling&Sidetracks program 2019 Asset III(6),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\03 Asset III - Muntenia Vest\03 Asset III - Muntenia Vest\Portfolio Optimisation Asset III(6),Portfolio Optimisation Asset III(6),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\04 Asset IV - Moesia,04 Asset IV - Moesia,Asset,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\04 Asset IV - Moesia\04 Asset IV - Moesia,04 Asset IV - Moesia,Reservoir Group,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\04 Asset IV - Moesia\04 Asset IV - Moesia\Base Asset IV MTP 2020,Base Asset IV MTP 2020,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\04 Asset IV - Moesia\04 Asset IV - Moesia\Drilling&Sidetracks program 2020 Asset IV,Drilling&Sidetracks program 2020 Asset IV,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\04 Asset IV - Moesia\04 Asset IV - Moesia\Drilling&Sidetracks program 2019 Asset IV(6),Drilling&Sidetracks program 2019 Asset IV(6),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\04 Asset IV - Moesia\04 Asset IV - Moesia\Portfolio Optimisation Asset IV(6),Portfolio Optimisation Asset IV(6),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\05 Asset VI - Muntenia Central,05 Asset VI - Muntenia Central,Asset,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\05 Asset VI - Muntenia Central\05 Asset VI - Muntenia Central,05 Asset VI - Muntenia Central,Reservoir Group,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\05 Asset VI - Muntenia Central\05 Asset VI - Muntenia Central\Base Asset VI MTP 2020(3),Base Asset VI MTP 2020(3),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\05 Asset VI - Muntenia Central\05 Asset VI - Muntenia Central\Drilling&Sidetracks program 2020 Asset VI(3),Drilling&Sidetracks program 2020 Asset VI(3),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\05 Asset VI - Muntenia Central\05 Asset VI - Muntenia Central\Drilling&Sidetracks program 2019 Asset VI(7),Drilling&Sidetracks program 2019 Asset VI(7),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\05 Asset VI - Muntenia Central\05 Asset VI - Muntenia Central\Portfolio Optimisation Asset VI(7),Portfolio Optimisation Asset VI(7),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\06 Asset VII - Muntenia Vest,06 Asset VII - Muntenia Vest,Asset,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\06 Asset VII - Muntenia Vest\06 Asset VII - Muntenia Vest,06 Asset VII - Muntenia Vest,Reservoir Group,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\06 Asset VII - Muntenia Vest\06 Asset VII - Muntenia Vest\Base Asset VII MTP 2020(1),Base Asset VII MTP 2020(1),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\06 Asset VII - Muntenia Vest\06 Asset VII - Muntenia Vest\Drilling&Sidetracks program 2020 Asset VII,Drilling&Sidetracks program 2020 Asset VII,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\06 Asset VII - Muntenia Vest\06 Asset VII - Muntenia Vest\Drilling&Sidetracks program 2019 Asset VII(5),Drilling&Sidetracks program 2019 Asset VII(5),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\06 Asset VII - Muntenia Vest\06 Asset VII - Muntenia Vest\Portfolio Optimisation Asset VII(5),Portfolio Optimisation Asset VII(5),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\06 Asset VII - Muntenia Vest\06 Asset VII - Muntenia Vest\NFO Tintea North 685(5),NFO Tintea North 685(5),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\07 Asset VIII - Moldova Nord,07 Asset VIII - Moldova Nord,Asset,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\07 Asset VIII - Moldova Nord\07 Asset VIII - Moldova Nord,07 Asset VIII - Moldova Nord,Reservoir Group,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\07 Asset VIII - Moldova Nord\07 Asset VIII - Moldova Nord\Base Asset VIII MTP 2020,Base Asset VIII MTP 2020,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\07 Asset VIII - Moldova Nord\07 Asset VIII - Moldova Nord\Drilling&Sidetracks program 2019 Asset VIII(5),Drilling&Sidetracks program 2019 Asset VIII(5),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\07 Asset VIII - Moldova Nord\07 Asset VIII - Moldova Nord\Portfolio Optimisation Asset VIII(5),Portfolio Optimisation Asset VIII(5),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\08 Asset IX - Moldova Sud,08 Asset IX - Moldova Sud,Asset,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\08 Asset IX - Moldova Sud\08 Asset IX - Moldova Sud,08 Asset IX - Moldova Sud,Reservoir Group,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\08 Asset IX - Moldova Sud\08 Asset IX - Moldova Sud\Base Asset IX MTP 2020,Base Asset IX MTP 2020,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\08 Asset IX - Moldova Sud\08 Asset IX - Moldova Sud\Drilling&Sidetracks program 2020 Asset IX,Drilling&Sidetracks program 2020 Asset IX,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\08 Asset IX - Moldova Sud\08 Asset IX - Moldova Sud\Drilling&Sidetracks program 2019 Asset IX(5),Drilling&Sidetracks program 2019 Asset IX(5),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\08 Asset IX - Moldova Sud\08 Asset IX - Moldova Sud\Portfolio Optimisation Asset IX(5),Portfolio Optimisation Asset IX(5),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\01 Asset I  - Crisana Banat\01 Asset I  - Crisana Banat\Portfolio Optimisation Asset I_adj,Portfolio Optimisation Asset I_adj,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\07 Asset VIII - Moldova Nord\07 Asset VIII - Moldova Nord\Drilling&Sidetracks program 2020 Asset VIII,Drilling&Sidetracks program 2020 Asset VIII,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\AAP 2020\08 Asset IX - Moldova Sud\08 Asset IX - Moldova Sud\EOR Polymer Pilot Independenta(1),EOR Polymer Pilot Independenta(1),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019,WO AAP 2019,Contract Area,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019,WO AAP 2019,Asset,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019\WO AAP 2019,WO AAP 2019,Reservoir Group,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019\Asset X - Petromar,Asset X - Petromar,Reservoir Group,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019\WO AAP 2019\Workovers and subsurface operations 2019 Asset I,Workovers and subsurface operations 2019 Asset I,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019\WO AAP 2019\Workovers and subsurface operations 2019 Asset II,Workovers and subsurface operations 2019 Asset II,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019\WO AAP 2019\Workovers and subsurface operations 2019 Asset III,Workovers and subsurface operations 2019 Asset III,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019\WO AAP 2019\Workovers and subsurface operations 2019 Asset IV,Workovers and subsurface operations 2019 Asset IV,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019\WO AAP 2019\Workovers and subsurface operations 2019 Asset IX,Workovers and subsurface operations 2019 Asset IX,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019\WO AAP 2019\Workovers and subsurface operations 2019 Asset VI,Workovers and subsurface operations 2019 Asset VI,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019\WO AAP 2019\Workovers and subsurface operations 2019 Asset VII,Workovers and subsurface operations 2019 Asset VII,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019\WO AAP 2019\Workovers and subsurface operations 2019 Asset VIII,Workovers and subsurface operations 2019 Asset VIII,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2019\WO AAP 2019\Asset X - Petromar\Workovers and subsurface operations 2019 Asset X,Workovers and subsurface operations 2019 Asset X,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020,WO AAP 2020,Contract Area,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020,WO AAP 2020,Asset,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore,01.Onshore,Reservoir Group,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\02.Offshore,02.Offshore,Reservoir Group,Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Bolintin workovers and subsurface operations 2019 Asset IV,Bolintin workovers and subsurface operations 2019 Asset IV,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Bolintin workovers and subsurface operations 2020 Asset IV,Bolintin workovers and subsurface operations 2020 Asset IV,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Bolintin workovers and subsurface operations contingent Asset IV,Bolintin workovers and subsurface operations contingent Asset IV,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2019 Asset I(2),Workovers and subsurface operations 2019 Asset I(2),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2019 Asset II(2),Workovers and subsurface operations 2019 Asset II(2),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2019 Asset III(2),Workovers and subsurface operations 2019 Asset III(2),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2019 Asset IV(2),Workovers and subsurface operations 2019 Asset IV(2),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2019 Asset IX(2),Workovers and subsurface operations 2019 Asset IX(2),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2019 Asset VI(2),Workovers and subsurface operations 2019 Asset VI(2),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2019 Asset VII(2),Workovers and subsurface operations 2019 Asset VII(2),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2019 Asset VIII(2),Workovers and subsurface operations 2019 Asset VIII(2),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2020 Asset I,Workovers and subsurface operations 2020 Asset I,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2020 Asset II,Workovers and subsurface operations 2020 Asset II,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2020 Asset III,Workovers and subsurface operations 2020 Asset III,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2020 Asset IV,Workovers and subsurface operations 2020 Asset IV,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2020 Asset IX,Workovers and subsurface operations 2020 Asset IX,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2020 Asset VI,Workovers and subsurface operations 2020 Asset VI,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2020 Asset VII,Workovers and subsurface operations 2020 Asset VII,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations 2020 Asset VIII,Workovers and subsurface operations 2020 Asset VIII,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations contingent Asset I,Workovers and subsurface operations contingent Asset I,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations contingent Asset II,Workovers and subsurface operations contingent Asset II,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations contingent Asset III,Workovers and subsurface operations contingent Asset III,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations contingent Asset IV,Workovers and subsurface operations contingent Asset IV,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations contingent Asset IX,Workovers and subsurface operations contingent Asset IX,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations contingent Asset VI,Workovers and subsurface operations contingent Asset VI,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations contingent Asset VII,Workovers and subsurface operations contingent Asset VII,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\01.Onshore\Workovers and subsurface operations contingent Asset VIII,Workovers and subsurface operations contingent Asset VIII,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\02.Offshore\Workovers and subsurface operations 2019 Asset X(2),Workovers and subsurface operations 2019 Asset X(2),Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\02.Offshore\Workovers and subsurface operations 2020 Asset X,Workovers and subsurface operations 2020 Asset X,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,IIA Projects,Organization\Romania\E&P Petrom\WO AAP 2020\WO AAP 2020\02.Offshore\Workovers and subsurface operations contingent Asset X,Workovers and subsurface operations contingent Asset X,Project ROU (PRMS),Allow,Allow,Allow,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania,Romania,Country,Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU,ROU,Legal Entity,Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1,ROU 1,Contract Area,Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\01 Asset I  - Crisana Banat,01 Asset I  - Crisana Banat,Asset,Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\01 Asset I  - Crisana Banat\Crisana Banat,Crisana Banat,Reservoir Group,Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\01 Asset I  - Crisana Banat\Crisana Banat\Base Asset I MTP 2020(1),Base Asset I MTP 2020(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\01 Asset I  - Crisana Banat\Crisana Banat\Drilling program contingent&notional Asset I(1),Drilling program contingent&notional Asset I(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\01 Asset I  - Crisana Banat\Crisana Banat\Drilling&Sidetracks program 2019 Asset I(1),Drilling&Sidetracks program 2019 Asset I(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\01 Asset I  - Crisana Banat\Crisana Banat\Drilling&Sidetracks program 2020 Asset I(1),Drilling&Sidetracks program 2020 Asset I(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\01 Asset I  - Crisana Banat\Crisana Banat\FRD Suplac Key Infrastructure(1),FRD Suplac Key Infrastructure(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\01 Asset I  - Crisana Banat\Crisana Banat\FRD Suplac phase 2 Plan(1),FRD Suplac phase 2 Plan(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\01 Asset I  - Crisana Banat\Crisana Banat\Portfolio Optimisation Asset I(1),Portfolio Optimisation Asset I(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\01 Asset I  - Crisana Banat\Crisana Banat\Portfolio Optimisation Asset I_adj(1),Portfolio Optimisation Asset I_adj(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia,02 Asset II - Oltenia,Asset,Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia,Oltenia,Reservoir Group,Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia\4461 Totea South Well Hook-up and Flowline(1),4461 Totea South Well Hook-up and Flowline(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia\5022 Turburea Sidetrack(1),5022 Turburea Sidetrack(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia\Base Asset II MTP 2020(1),Base Asset II MTP 2020(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia\Drilling program contingent&notional Asset II(1),Drilling program contingent&notional Asset II(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia\Drilling&Sidetracks program 2019 Asset II(1),Drilling&Sidetracks program 2019 Asset II(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia\Drilling&Sidetracks program 2020 Asset II(1),Drilling&Sidetracks program 2020 Asset II(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia\FRD Turburea Bibesti pre TG2(1),FRD Turburea Bibesti pre TG2(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia\FRD Turburea Bibesti(1),FRD Turburea Bibesti(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia\Long Term Debottlenecking Madulari(1),Long Term Debottlenecking Madulari(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia\Mamu West Flowlines(1),Mamu West Flowlines(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
data.Romania,Data access to country Romania,MTP2020,Organization\Romania\ROU\ROU 1\02 Asset II - Oltenia\Oltenia\NFO development wells Asset II(1),NFO development wells Asset II(1),Project ROU (PRMS),Allow,Allow,NULL,NULL
